bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	clade	superkingdom	species group	section	suborder	subclass	subphylum	subkingdom	kingdom	subgenus	subspecies	species subgroup	subfamily	varietas	serotype	tribe	subtribe
BGC0000555	staphylococcin C55 α	1280		Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000556	streptin	1314		Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000557	streptococcin A-FF22	1314		Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000558	sublancin 168	224308	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group								Bacillus subtilis subsp. subtilis						
BGC0000559	subtilin	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0000560	subtilomycin	1423		Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0000561	thermophilin 1277	1308		Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000562	variacin	1272		Kocuria varians	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000563	venezuelin	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000564	clostridiolysin S	413999	Clostridium botulinum A str. ATCC 3502	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria															
BGC0000565	goadsporin	314563		Streptomyces sp. TP-A0584	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000566	streptolysin S	160490	Streptococcus pyogenes M1 GAS	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria													Streptococcus pyogenes serotype M1		
BGC0000567	trifolitoxin	384		Rhizobium leguminosarum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000568	microcin B17	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000569	plantazolicin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0000570	astexin-1	573065	Asticcacaulis excentricus CB 48	Asticcacaulis excentricus	Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000571	burhizin	882378	Mycetohabitans rhizoxinica HKI 454	Mycetohabitans rhizoxinica	Mycetohabitans	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000572	capistruin	1249662	Burkholderia thailandensis E444	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000573	caulonodin I	366602		Caulobacter sp. K31	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000574	caulosegnin I	509190	Caulobacter segnis ATCC 21756	Caulobacter segnis	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000575	lariatin	132919		Rhodococcus jostii	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000576	rubrivinodin	983917	Rubrivivax gelatinosus IL144	Rubrivivax gelatinosus	Rubrivivax	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000577	sphingonodin II	452662	Sphingobium japonicum UT26S	Sphingobium indicum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000578	SRO15-2005	457431	Streptomyces filamentosus NRRL 15998	Streptomyces filamentosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000579	SSV-2083	463191	Streptomyces sviceus ATCC 29083	Streptomyces sviceus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000580	xanthomonin I	925777	Xanthomonas gardneri ATCC 19865	Xanthomonas hortorum	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000581	microcin J25	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000582	cypemycin	932694		Streptomyces sp. OH-4156	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000583	grisemycin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000584	colicin V	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000585	microcin C7	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000586	microcin E492	1250520	Klebsiella pneumoniae RYC492	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000587	microcin H47	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000588	microcin L	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000589	microcin M	316435	Escherichia coli Nissle 1917	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000590	microcin N	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000591	marinostatin	29456		Alteromonas sp. B-10-31	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000592	microviridin B	449468	Microcystis aeruginosa NIES-298	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0000593	microviridin J	507735	Microcystis aeruginosa MRC	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0000594	microviridin K	388467	Planktothrix agardhii NIVA-CYA 126/8	Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0000595	SCO-2138	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000596	SLI-2138	457428	Streptomyces lividans TK24	Streptomyces lividans	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000597	SWA-2138	645465		Streptomyces sp. e14	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000600	thurincin H	1428		Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0000601	sporulation killing factor	224308	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group								Bacillus subtilis subsp. subtilis						
BGC0000602	subtilosin A	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0000603	cyclothiazomycin	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0000604	GE2270A	653884		Nonomuraea sp. WU8817	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000605	GE37468	1073998		Streptomyces sp. ATCC 55365	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000606	lactazole	1332838		Streptomyces lactacystinaeus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000607	micrococcin P1	69966		Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000608	nocathiacin	1816		Actinokineospora fastidiosa	Actinokineospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000609	nocathiacin	930400		Nocardia sp. ATCC 202099	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000610	nosiheptide	1885		Streptomyces actuosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000611	siomycin A	67364		Streptomyces sioyaensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000612	thiocillin I	226900	Bacillus cereus ATCC 14579	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0000613	thiomuracin A	653921		Nonomuraea sp. Bp3714-39	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000614	thiostrepton	39478		Streptomyces laurentii	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000615	TP-1161	756929		Nocardiopsis sp. TFS65-07	Nocardiopsis	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000616	amylocyclicin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0000617	coagulin	1398		Weizmannia coagulans	Weizmannia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000618	enterocin A	333849	Enterococcus faecium DO	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000619	gassericin T	1596		Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000620	lacticin Q	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000621	linaclotide	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000622	megacin	1404		Priestia megaterium	Priestia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000623	plantaricin W α	1590		Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000624	salivaricin CRL1328 α peptide	1624		Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000625	thioviridamide	67338		Streptomyces olivoviridis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces atroolivaceus subgroup					
BGC0000626	thuricin	1428		Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0000627	ustiloxin B	332952	Aspergillus flavus NRRL3357	Aspergillus flavus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000628	lactocillin	525326	Lactobacillus paragasseri JV-V03	Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000630	(2R,3S,3'S)-2-hydroxyastaxanthin	225362		Paracoccus haeundaensis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000631	botrydial	332648	Botrytis cinerea B05.10	Botrytis cinerea	Botrytis	Sclerotiniaceae	Helotiales	Leotiomycetes	Ascomycota	Opisthokonta	Eukaryota					Pezizomycotina	Dikarya	Fungi								
BGC0000632	brasilicardin A	455432		Nocardia terpenica	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000633	carotenoid	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000634	carotenoid	281067		Brevundimonas sp. NBRC 101024	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000635	carotenoid	81397		Paracoccus sp. N81106	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000636	carotenoid	1703		Brevibacterium linens	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000637	carotenoid	1718		Corynebacterium glutamicum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000638	carotenoid	553		Pantoea ananatis	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000639	carotenoid	338904		Enterobacteriaceae bacterium DC260		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000640	carotenoid	338905		Enterobacteriaceae bacterium DC404		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000641	carotenoid	338906		Enterobacteriaceae bacterium DC416		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000642	carotenoid	338907		Enterobacteriaceae bacterium DC413		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000643	carotenoid	41276		Brevundimonas vesicularis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000644	carotenoid	370437		Dietzia sp. CQ4	Dietzia	Dietziaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000645	carotenoid	866895	Halobacillus halophilus DSM 2266	Halobacillus halophilus	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000646	β-carotein	77133		uncultured bacterium							Bacteria															
BGC0000647	carotenoid	1063		Cereibacter sphaeroides	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000648	carotenoid	34		Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0000649	carotenoid	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000650	carotenoid	356796		Algoriphagus sp. KK10202C	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria															
BGC0000651	KS-505a	67274		Streptomyces argenteolus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group														
BGC0000652	napyradiomycin	445602		Streptomyces sp. CNQ-525	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000653	pentalenolactone	29301		Streptomyces arenae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000654	phenalinolactone A	355249		Streptomyces sp. Tu6071	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000656	zeaxanthin	78245	Xanthobacter autotrophicus Py2	Xanthobacter autotrophicus	Xanthobacter	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000657	2-methylisoborneol	1002505		Pseudanabaena sp. dqh15	Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000658	2-methylisoborneol	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000659	2-methylisoborneol	405948	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000660	albaflavenone	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000661	geosmin	63737	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000662	grixazone	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000663	hopene	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000664	isorenieratene	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000665	xiamycin	995841		Streptomyces sp. HKI0576	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000666	xiamycin A	1194094		Streptomyces sp. SCSIO 02999	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000667	PR-toxin	1365484	Penicillium roqueforti FM164	Penicillium roqueforti	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000669	marneral	3702		Arabidopsis thaliana	Arabidopsis	Brassicaceae	Brassicales	Magnoliopsida	Streptophyta	Embryophyta	Eukaryota					Streptophytina		Viridiplantae							Camelineae	
BGC0000670	thalianol	3702		Arabidopsis thaliana	Arabidopsis	Brassicaceae	Brassicales	Magnoliopsida	Streptophyta	Embryophyta	Eukaryota					Streptophytina		Viridiplantae							Camelineae	
BGC0000673	pimara-8(14),15-diene	227321	Aspergillus nidulans FGSC A4	Aspergillus nidulans	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Nidulantes							
BGC0000674	(-)-δ-cadinene	443255		Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000675	(+)-T-muurolol	443255		Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000677	cyclooctatin	67327		Streptomyces melanosporofaciens	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0000678	pentalenolactone	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000679	diazepinomicin	457406		Micromonospora sp. M42	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000682	terretonin	341663	Aspergillus terreus NIH2624	Aspergillus terreus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000683	avermitilol	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000684	asperthecin	227321	Aspergillus nidulans FGSC A4	Aspergillus nidulans	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Nidulantes							
BGC0000685	brassicicene C	622360	Alternaria brassicicola ATCC 96836	Alternaria brassicicola	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota		Alternaria sect. Brassicicola	Pleosporineae	Pleosporomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000686	helvolic acid	330879	Aspergillus fumigatus Af293	Aspergillus fumigatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0000688	copalyl diphosphate	1214568		Diaporthe amygdali	Diaporthe	Diaporthaceae	Diaporthales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota				Sordariomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000689	2-deoxystreptamine	1877		Micromonospora echinospora	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000690	hydroxystreptomycin	1907		Streptomyces glaucescens	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000691	acarbose	134676		Actinoplanes sp. SE50/110	Actinoplanes	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000692	apramycin	2017		Streptoalloteichus hindustanus	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000693	butirosin A	1397		Niallia circulans	Niallia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000694	butirosin	1397		Niallia circulans	Niallia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000695	fortimicin	1880		Micromonospora olivasterospora	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000698	hygromycin A	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0000699	hygromycin A	68042		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group								Streptomyces hygroscopicus subsp. hygroscopicus						
BGC0000700	istamycin	29308		Streptomyces tenjimariensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000701	jinggangmycin	228732		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group								Streptomyces hygroscopicus subsp. yingchengensis						
BGC0000702	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000703	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000704	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000705	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000706	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000707	kasugamycin	1946		Streptomyces kasugaensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000708	lividomycin	282216		Streptomyces lividus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000709	neomycin	1319510	Streptomyces fradiae ATCC 10745 = DSM 40063	Streptomyces fradiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
