bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	kingdom	domain	cellular root	subclass	clade	subspecies	suborder	species group	species subgroup	varietas	serotype	subphylum	subkingdom	subfamily	isolate	subgenus	realm	acellular root	tribe	subtribe
BGC0000479	prenylagaramide B	443922	Planktothrix agardhii NIES-596	Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000480	tenuecyclamide A	503013	Nostoc spongiaeforme var. tenue str. Carmeli	Nostoc spongiaeforme	Nostoc	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group					Nostoc spongiaeforme var. tenue										
BGC0000483	aeruginosamide B	1160280	Microcystis aeruginosa PCC 9432	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000484	glycocin F	1590		Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000486	butyrivibriocin AR10	831		Butyrivibrio fibrisolvens	Butyrivibrio	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000487	carnocyclin	2751		Carnobacterium maltaromaticum	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000488	circularin A	1520		Clostridium beijerinckii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000489	enterocin AS-48	1351		Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000490	garvicin ML	1231377	Lactococcus garvieae DCC43	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000491	gassericin A	1596		Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000494	uberolysin	1349		Streptococcus uberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000495	actagardine	69485		Actinoplanes garbadinensis	Actinoplanes	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000496	AmfS	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000497	BHT-Aα	1341		Streptococcus ratti	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000498	bovicin HJ50	1335		Streptococcus equinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000499	butyrivibriocin OR79	831		Butyrivibrio fibrisolvens	Butyrivibrio	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000500	carnolysin A1	2751		Carnobacterium maltaromaticum	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000501	catenulipeptin	479433	Catenulispora acidiphila DSM 44928	Catenulispora acidiphila	Catenulispora	Catenulisporaceae	Catenulisporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000502	cerecidin	1396		Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0000503	cinnamycin	53446		Streptomyces cinnamoneus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces cinnamoneus group												
BGC0000504	cytolysin ClyLl	2520		Plasmid pAD1																									
BGC0000506	entianin	96241		Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000507	epicidin	1282		Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000508	epidermin	1282		Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000509	epilancin 15x	1282		Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000510	epilancin K7	1282		Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000511	ericin S	1423		Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000513	Ery-9	405948	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000514	gallidermin	1293		Staphylococcus gallinarum	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000515	geobacillin I	420246	Geobacillus thermodenitrificans NG80-2	Geobacillus thermodenitrificans	Geobacillus	Anoxybacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000516	geobacillin II	33940		Geobacillus thermodenitrificans	Geobacillus	Anoxybacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000517	haloduracin β	272558	Halalkalibacterium halodurans C-125	Halalkalibacterium halodurans	Halalkalibacterium (ex Joshi et al. 2022)	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000518	informatipeptin	591159	Streptomyces viridochromogenes DSM 40736	Streptomyces viridochromogenes	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000519	labyrinthopeptin A2	182080		Actinomadura namibiensis	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000520	lacticin 3147 A1	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000521	lacticin 481	1360		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms			Lactococcus lactis subsp. lactis														
BGC0000522	lacticin Z	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000523	lactocin S	1599		Latilactobacillus sakei	Latilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000525	lichenicidin VK21 A1	1402		Bacillus licheniformis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000526	macedocin	59310		Streptococcus macedonicus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000527	mersacidin	69002		Bacillus sp. HIL-Y85/54728	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000528	michiganin A	443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	Clavibacter michiganensis	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Clavibacter michiganensis subsp. michiganensis														
BGC0000529	microbisporicin A2	83302		Microbispora corallina	Microbispora	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000530	mutacin B-Ny266	857124	Streptococcus mutans N66	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000531	mutacin I	1309		Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000532	mutacin II	1309		Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000533	mutacin III	1309		Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000534	mutacin K8	1309		Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000535	nisin A	1360		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms			Lactococcus lactis subsp. lactis														
BGC0000536	nisin Q	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000537	nisin U	1349		Streptococcus uberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000538	nisin Z	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000539	nukacin ISK-1	1292		Staphylococcus warneri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000540	paenibacillin	1156938	Paenibacillus polymyxa OSY-DF	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000541	paenicidin A	1406		Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000542	paenicidin B	159743		Paenibacillus terrae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000543	pep5	1282		Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000544	planosporicin	161354		Planomonospora alba	Planomonospora	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000545	ruminococcin A	935582	Mediterraneibacter gnavus E1	Mediterraneibacter gnavus	Mediterraneibacter	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000546	SAL-2242	1886		Streptomyces albidoflavus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000547	salivaricin 9	1304		Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000548	salivaricin A	1304		Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000549	salivaricin D	1304		Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000550	salivaricin G32	1304		Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000551	SapB	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000552	SmbA	1309		Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000553	SRO15-2212	457431	Streptomyces filamentosus NRRL 15998	Streptomyces filamentosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000554	SRO15-3108	457431	Streptomyces filamentosus NRRL 15998	Streptomyces filamentosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000555	staphylococcin C55 α	1280		Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000556	streptin	1314		Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000557	streptococcin A-FF22	1314		Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000558	sublancin 168	224308	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms			Bacillus subtilis subsp. subtilis		Bacillus subtilis group												
BGC0000559	subtilin	703612	Bacillus spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000560	subtilomycin	1423		Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000561	thermophilin 1277	1308		Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000563	venezuelin	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000564	clostridiolysin S	413999	Clostridium botulinum A str. ATCC 3502	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000565	goadsporin	314563		Streptomyces sp. TP-A0584	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000566	streptolysin S	160490	Streptococcus pyogenes M1 GAS	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms								Streptococcus pyogenes serotype M1									
BGC0000567	trifolitoxin	384		Rhizobium leguminosarum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000568	microcin B17	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000569	plantazolicin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group	Bacillus amyloliquefaciens group											
BGC0000570	astexin-1	573065	Asticcacaulis excentricus CB 48	Asticcacaulis excentricus	Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000571	burhizin	882378	Mycetohabitans rhizoxinica HKI 454	Mycetohabitans rhizoxinica	Mycetohabitans	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000572	capistruin	1249662	Burkholderia thailandensis E444	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					pseudomallei group												
BGC0000573	caulonodin I	366602		Caulobacter sp. K31	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000574	caulosegnin I	509190	Caulobacter segnis ATCC 21756	Caulobacter segnis	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000575	lariatin	132919		Rhodococcus jostii	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000576	rubrivinodin	983917	Rubrivivax gelatinosus IL144	Rubrivivax gelatinosus	Rubrivivax	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000577	sphingonodin II	452662	Sphingobium indicum UT26S	Sphingobium indicum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000578	SRO15-2005	457431	Streptomyces filamentosus NRRL 15998	Streptomyces filamentosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000579	SSV-2083	463191	Streptomyces sviceus ATCC 29083	Streptomyces sviceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000580	xanthomonin II	925777	Xanthomonas hortorum ATCC 19865	Xanthomonas hortorum	Xanthomonas	Lysobacteraceae	Lysobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000581	microcin J25	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000582	cypemycin	932694		Streptomyces sp. OH-4156	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000583	grisemycin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000584	colicin V	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000585	microcin C7	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000586	microcin E492	1250520	Klebsiella pneumoniae RYC492	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Klebsiella pneumoniae complex												
BGC0000587	microcin H47	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000588	microcin L	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000589	microcin M	316435	Escherichia coli Nissle 1917	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000590	microcin N	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000591	marinostatin	29456		Alteromonas sp. B-10-31	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000592	microviridin B	449468	Microcystis aeruginosa NIES-298	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000593	microviridin J	507735	Microcystis aeruginosa MRC	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000594	microviridin K	388467	Planktothrix agardhii NIVA-CYA 126/8	Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000595	SCO-2138	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000596	SLI-2138	457428	Streptomyces lividans TK24	Streptomyces lividans	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000597	SWA-2138	645465		Streptomyces sp. e14	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000598	polytheonamide A	1221190		bacterium symbiont of Theonella swinhoei pTSMAC1							Bacteria	cellular organisms																	
BGC0000599	thuricin CD α	1428		Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0000600	thurincin H	1428		Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0000601	sporulation killing factor	224308	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms			Bacillus subtilis subsp. subtilis		Bacillus subtilis group												
BGC0000602	subtilosin A	703612	Bacillus spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group												
BGC0000603	cyclothiazomycin	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000604	GE2270A	653884		Nonomuraea sp. WU8817	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000605	GE37468	1073998		Streptomyces sp. ATCC 55365	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000606	lactazole	1332838		Streptomyces lactacystinaeus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000607	micrococcin P1	69966		Macrococcoides caseolyticum	Macrococcoides	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000608	nocathiacin I	1816		Actinokineospora fastidiosa	Actinokineospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000609	nocathiacin	930400		Nocardia sp. ATCC 202099	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000610	nosiheptide	1885		Streptomyces actuosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000611	siomycin A	67364		Streptomyces sioyaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000612	thiocillin I	226900	Bacillus cereus ATCC 14579	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0000613	thiomuracin A	653921		Nonomuraea sp. Bp3714-39	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000614	thiostrepton	39478		Streptomyces laurentii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000615	TP-1161	756929		Nocardiopsis sp. TFS65-07	Nocardiopsis	Nocardiopsidaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000616	amylocyclicin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group	Bacillus amyloliquefaciens group											
BGC0000617	coagulin	1398		Heyndrickxia coagulans	Heyndrickxia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000619	gassericin T	1596		Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000620	lacticin Q	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000622	megacin	1404		Priestia megaterium	Priestia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000623	plantaricin W α	1590		Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000624	salivaricin CRL1328 α peptide	1624		Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000625	thioviridamide	67338		Streptomyces olivoviridis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces atroolivaceus subgroup											
BGC0000626	thuricin	1428		Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0000628	lactocillin	525326	Lactobacillus paragasseri JV-V03	Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000630	(2R,3S,3'S)-2-hydroxyastaxanthin	225362		Paracoccus haeundaensis	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
